Weather,City,Subservice,Service,Price
Extreme,Haridwar,PCB Repair,Men/kids haircut,386.12
Fine,Lucknow,Fuse 5 / 15 Amp,Face care,437.65
Extreme,Noida,Wash Basin Leakage Repair,Massage,98.39
Extreme,Ahemdabad,Decorative Lights Uninstallation (per 5m),Plumber,109.95
Fine,Noida,Chandelier installation (upto 6 bulbs),Laptop Repair,389.01
Extreme,Lucknow,Cavity sensor,Chimney Repair,422.68
Fine,Ahemdabad,Replace CFL to LED,Electrician,496.6
Fine,Dehradun,Minor fittings installation,AC Repair Service,492.54
Fine,Noida,Geyser Installation,Carpenter,468.16
Fine,Haridwar,Hot & cold water mixer installation,Shave/beard grooming,417.28
Extreme,Rishikesh,Door bell replacement,Washing Machine Repair,131.42
Fine,Noida,Switch Membrane / Key Pad Repair,Home painting,129.16
Fine,Ahemdabad,Four Pole MCB Installation,Laptop Repair,272.83
Extreme,Haridwar,Inverter fuse replacement,Laptop Repair,476.5
Extreme,Ahemdabad,MCB fuse replacement,Massage,148.12
Fine,Haridwar,3 Phase changeover switch installation,Massage,358.61
Fine,Haridwar,Chandelier installation (more than 6 bulbs),Home painting,262.96
Extreme,Haridwar,New internal wiring (per 5m),Electrician,370.07
Extreme,Lucknow,Fan replacement,Microwave Repair,155.76
Extreme,Ahemdabad,Switchboard installation,Carpenter,98.13
Extreme,Haridwar,Fan uninstallation,Men/kids haircut,76.73
Extreme,Jaipur,Balcony drain blockage removal,Washing Machine Repair,243.39
Extreme,Rishikesh,Wash Basin Leakage Repair,Washing Machine Repair,308.46
Fine,Dehradun,Fuse 5 / 15 Amp,Washing Machine Repair,424.96
Fine,Haridwar,Decorative ceiling fan installation,Pest control,318.51
Fine,Ahemdabad,Bulbs installation (upto 5 bulbs),Laptop Repair,121.26
Fine,Delhi,TV installation (above 48 inches),Home painting,155.38
Extreme,Jaipur,Chandelier installation (upto 6 bulbs),Washing Machine Repair,93.43
Fine,Rishikesh,Decorative Lights Installation (per 15m),Massage,129.27
Extreme,Dehradun,Fan Coil Repair,Hair colour,364.15
Extreme,Jaipur,Door bell replacement,Refrigerator Repair,321.52
Extreme,Haridwar,Fan repair,Kitchen cleaning,497.97
Extreme,Ahemdabad,Decorative Lights Installation (per 15m),Full home cleaning,385.62
Fine,Lucknow,New internal wiring (per 5m),Electrician,430.13
Fine,Ahemdabad,Door bell installation,Shave/beard grooming,388.34
Fine,Lucknow,Material Procurement Charges,Home painting,234.59
Fine,Delhi,Inverter fuse replacement,Bathroom cleaning,432.49
Fine,Rishikesh,Room heater repair,Men/kids haircut,199.19
Fine,Haridwar,Decorative ceiling fan installation,Washing Machine Repair,237.21
Fine,Dehradun,Drainage pipe blockage removal,Shave/beard grooming,79.66
Fine,Delhi,Door bell replacement,AC Repair Service,209.78
Fine,Lucknow,Ceiling Fan Installation,Full home cleaning,341.25
Extreme,Noida,Triple Pole MCB Installation,Microwave Repair,191.41
Extreme,Noida,Ceiling Fan Installation,Shave/beard grooming,186.98
Extreme,Dehradun,Tubelight Installation/Repair,Pest control,369.92
Extreme,Jaipur,Stabilizer installation,Carpenter,101.75
Fine,Ahemdabad,Door bell installation,Massage,315.56
Extreme,Noida,Waste pipe leakage,Massage,200.74
Extreme,Delhi,Bulbs installation (upto 5 bulbs),Full home cleaning,101.87
Extreme,Ahemdabad,Tap replacement,Bathroom cleaning,401.96
Extreme,Rishikesh,Ceiling Fan Installation,Chimney Repair,483.13
Fine,Delhi,Double battery inverter installation,Electrician,143.24
Extreme,Jaipur,Decorative Lights Installation (per 10m),Massage,181.14
Extreme,Jaipur,Single pole MCB installation,Hair colour,333.32
Extreme,Ahemdabad,Balcony drain blockage removal,Full home cleaning,293.83
Extreme,Dehradun,Chandelier installation (more than 6 bulbs),Carpenter,247.8
Extreme,Dehradun,Switchboard installation,Kitchen cleaning,178.4
Extreme,Ahemdabad,Balcony drain blockage removal,Bathroom cleaning,134.11
Extreme,Jaipur,Switchboard installation,Face care,137.34
Fine,Jaipur,Chandelier installation (upto 6 bulbs),Massage,148.77
Fine,Dehradun,Decorative ceiling fan installation,Bathroom cleaning,466.89
Fine,Dehradun,Decorative Lights Installation (per 10m),AC Repair Service,73.75
Extreme,Delhi,Inverter fuse replacement,Plumber,73.81
Extreme,Ahemdabad,Tap installation,Bathroom cleaning,397.18
Fine,Lucknow,Lights Uninstallation (per 20 m),Refrigerator Repair,56.18
Fine,Rishikesh,New wiring without casing (per 5m),Face care,394.75
Fine,Ahemdabad,Switch/socket replacement,Home painting,224.27
Fine,Noida,New wiring without casing (per 5m),Microwave Repair,402.97
Extreme,Delhi,Tubelight Installation/Repair,Microwave Repair,401.65
Fine,Rishikesh,TV installation (above 48 inches),Plumber,276.89
Fine,Haridwar,MCB fuse replacement,Hair colour,383.01
Extreme,Rishikesh,New internal wiring (per 5m),Refrigerator Repair,52.05
Extreme,Lucknow,New internal wiring (per 5m),Men/kids haircut,182.26
Fine,Lucknow,Sub meter installation,Face care,79.59
Fine,Rishikesh,Waste pipe leakage,Plumber,334.1
Extreme,Noida,Double battery inverter installation,Pest control,402.84
Fine,Haridwar,Replace CFL to LED,Electrician,495
Fine,Jaipur,Timer,Shave/beard grooming,369.98
Fine,Jaipur,Wash Basin Leakage Repair,Electrician,102.12
Extreme,Ahemdabad,Bulb holder installation,Bathroom cleaning,390.2
Fine,Jaipur,Chandelier installation (more than 6 bulbs),Bathroom cleaning,357.35
Fine,Jaipur,Decorative Lights Installation (per 10m),Chimney Repair,478.99
Extreme,Noida,Cavity sensor,Water Purifier Repair,487.66
Extreme,Rishikesh,Hot & cold water mixer installation,Home painting,319.93
Extreme,Rishikesh,Hot & cold water mixer repair,Bathroom cleaning,486.08
Fine,Jaipur,3 Phase changeover switch installation,Water Purifier Repair,115.01
Fine,Haridwar,Geyser Installation,Bathroom cleaning,441.11
Extreme,Delhi,TV installation (above 48 inches),Bathroom cleaning,217.77
Fine,Haridwar,TV installation (above 48 inches),AC Repair Service,102.72
Fine,Noida,Switch/socket replacement,Water Purifier Repair,293.9
Extreme,Ahemdabad,Drainage pipe blockage removal,Pest control,481.93
Fine,Delhi,Chandelier installation (upto 6 bulbs),Home painting,63.3
Fine,Ahemdabad,New wiring with casing (per 5m),Shave/beard grooming,312.89
Extreme,Ahemdabad,Bulbs installation (upto 5 bulbs),Microwave Repair,265.13
Fine,Dehradun,AC switchbox installation,Washing Machine Repair,366.64
Fine,Rishikesh,Bulb holder installation,Kitchen cleaning,430.02
Fine,Delhi,Door bell replacement,Men/kids haircut,349.36
Fine,Ahemdabad,Fan replacement,Bathroom cleaning,195.49
Fine,Rishikesh,Timer,Carpenter,353.76
Extreme,Dehradun,Four Pole MCB Installation,Pest control,317.55
Fine,Dehradun,Replace CFL to LED,Full home cleaning,191.68
Extreme,Delhi,Hot & cold water mixer repair,Refrigerator Repair,403.9
Fine,Ahemdabad,Fan repair,Hair colour,442.81
Extreme,Rishikesh,Door bell replacement,Shave/beard grooming,349.47
Extreme,Jaipur,Wash basin installation,Kitchen cleaning,298.58
Extreme,Haridwar,Inverter fuse replacement,Pest control,352.65
Extreme,Jaipur,Four Pole MCB Installation,Full home cleaning,250.62
Fine,Haridwar,Decorative Lights Installation (per 15m),Men/kids haircut,128.18
Extreme,Ahemdabad,Fan repair,Men/kids haircut,165.7
Extreme,Noida,Lantern Installation,Refrigerator Repair,457.04
Fine,Delhi,Chandelier installation (upto 6 bulbs),Massage,471.2
Fine,Delhi,TV uninstallation,Washing Machine Repair,165.58
Extreme,Dehradun,PCB Repair,Massage,66.65
Extreme,Jaipur,New wiring with casing (per 5m),Home painting,250.24
Extreme,Lucknow,Double battery inverter installation,Men/kids haircut,252.07
Extreme,Dehradun,Single battery inverter installation,Men/kids haircut,289.08
Fine,Rishikesh,Inverter fuse replacement,Full home cleaning,207.82
Fine,Rishikesh,Door bell replacement,Hair colour,138.24
Fine,Lucknow,Switchboard repair,Plumber,188.18
Extreme,Ahemdabad,Wash basin blockage removal,Bathroom cleaning,459.43
Extreme,Haridwar,Tap repair,Refrigerator Repair,60.82
Extreme,Noida,Shower installation (wall mounted/ hand-held),Face care,92.73
Extreme,Dehradun,Hot & cold water mixer installation,Laptop Repair,383.7
Extreme,Rishikesh,Ceiling fan regulator replacement,Laptop Repair,125.03
Extreme,Dehradun,Decorative Lights Installation (per 5m),Pest control,490.49
Fine,Noida,Fan uninstallation,Laptop Repair,431.06
Extreme,Jaipur,Timer,Home painting,342.53
Fine,Ahemdabad,Lights Uninstallation (per 20 m),Carpenter,323.83
Extreme,Ahemdabad,Bulb,Washing Machine Repair,159.85
Fine,Jaipur,Shower installation (wall mounted/ hand-held),Plumber,75.52
Extreme,Noida,Decorative Lights Installation (per 15m),Microwave Repair,163.26
Fine,Jaipur,Stabilizer installation,Chimney Repair,468.58
Fine,Rishikesh,Inverter servicing,Laptop Repair,242.56
Fine,Lucknow,Mini home theater installation,Kitchen cleaning,349.95
Fine,Lucknow,PCB Repair,Massage,226.75
Fine,Delhi,Switch Membrane / Key Pad Repair,Kitchen cleaning,238.09
Fine,Noida,Four Pole MCB Installation,Bathroom cleaning,102.01
Extreme,Noida,Lights Uninstallation (per 20 m),Massage,444.65
Extreme,Lucknow,Fan replacement,Refrigerator Repair,319.33
Fine,Rishikesh,Shower installation (ceiling mounted),Plumber,305.83
Extreme,Haridwar,Decorative light & bed lamp installation,Washing Machine Repair,208.19
Extreme,Ahemdabad,Lights Uninstallation (per 20 m),Massage,430.15
Extreme,Noida,Door bell installation,Refrigerator Repair,82.64
Extreme,Rishikesh,Door bell installation,Chimney Repair,180.02
Fine,Lucknow,Wash basin installation,Full home cleaning,60.36
Extreme,Rishikesh,Tap replacement,Carpenter,122.75
Extreme,Haridwar,Hot & cold water mixer installation,Face care,386.29
Extreme,Delhi,Stabilizer installation,Home painting,310.61
Fine,Dehradun,Stabilizer installation,Hair colour,298.29
Fine,Jaipur,Sub meter installation,Refrigerator Repair,208.03
Extreme,Jaipur,Double battery inverter installation,Bathroom cleaning,266.39
Fine,Haridwar,Bulbs installation (upto 5 bulbs),Bathroom cleaning,240.56
Extreme,Delhi,Bulb holder installation,Microwave Repair,128.5
Extreme,Noida,Minor fittings installation,Kitchen cleaning,64.12
Extreme,Delhi,Switchboard installation,Home painting,86.06
Extreme,Lucknow,Decorative light & bed lamp installation,Electrician,200.04
Fine,Delhi,Thermal Cut Off (TCO),Chimney Repair,196.76
Extreme,Rishikesh,Decorative Lights Installation (per 10m),Shave/beard grooming,405.47
Fine,Noida,Tap installation,Microwave Repair,121.32
Extreme,Rishikesh,Door bell replacement,Electrician,51.01
Fine,Delhi,New wiring without casing (per 5m),Massage,406.19
Extreme,Dehradun,Minor fittings installation,Full home cleaning,288.98
Fine,Dehradun,Fan uninstallation,Chimney Repair,166.13
Fine,Ahemdabad,Geyser Uninstallation,Hair colour,55.82
Extreme,Ahemdabad,Tap installation,Home painting,81.51
Extreme,Rishikesh,Fan replacement,Bathroom cleaning,453.97
Extreme,Lucknow,Door bell replacement,Bathroom cleaning,71.12
Fine,Lucknow,Decorative Lights Uninstallation (per 5m),Chimney Repair,105.5
Fine,Haridwar,TV uninstallation,Home painting,133.53
Fine,Ahemdabad,Inverter servicing,Full home cleaning,291.02
Extreme,Dehradun,Timer,Pest control,363.67
Extreme,Ahemdabad,MCB fuse replacement,Men/kids haircut,396.76
Fine,Haridwar,Single battery inverter installation,Shave/beard grooming,145.69
Extreme,Lucknow,Hot & cold water mixer installation,Face care,198.64
Fine,Rishikesh,Shower installation (wall mounted/ hand-held),AC Repair Service,447.93
Fine,Ahemdabad,Decorative Lights Installation (per 15m),Electrician,189.52
Extreme,Ahemdabad,Chandelier installation (more than 6 bulbs),Microwave Repair,150.93
Extreme,Ahemdabad,Decorative ceiling fan installation,Plumber,289.71
Fine,Delhi,Ceiling fan regulator replacement,Massage,392.37
Extreme,Ahemdabad,Triple Pole MCB Installation,Carpenter,158.23
Fine,Haridwar,Door bell installation,Shave/beard grooming,348.61
Extreme,Ahemdabad,Single pole MCB installation,Kitchen cleaning,343.85
Fine,Delhi,3 Phase Changeover Switch Installation,Carpenter,263.7
Extreme,Jaipur,Balcony drain blockage removal,Water Purifier Repair,328.36
Extreme,Jaipur,Chandelier installation (more than 6 bulbs),AC Repair Service,399.63
Fine,Dehradun,Room heater repair,Water Purifier Repair,120.24
Extreme,Delhi,Hot & cold water mixer repair,AC Repair Service,210.86
Extreme,Dehradun,Fan Coil Repair,Water Purifier Repair,149.89
Extreme,Rishikesh,Balcony drain blockage removal,Shave/beard grooming,96.36
Fine,Haridwar,Ceiling Fan Installation,Bathroom cleaning,420.17
Fine,Dehradun,Switch/socket replacement,Pest control,90.74
Extreme,Noida,Chandelier installation (upto 6 bulbs),Face care,427.56
Extreme,Rishikesh,Room heater repair,AC Repair Service,497.35
Extreme,Noida,Tap installation,Chimney Repair,200.75
Fine,Rishikesh,Ceiling Fan Installation,Washing Machine Repair,258.88
Extreme,Noida,Minor fittings installation,Microwave Repair,270.23
Fine,Rishikesh,Geyser Uninstallation,Men/kids haircut,261.96
Extreme,Ahemdabad,Thermal Cut Off (TCO),Full home cleaning,468.96
Extreme,Dehradun,Geyser Uninstallation,Bathroom cleaning,165.68
Extreme,Haridwar,Tubelight Installation/Repair,Microwave Repair,349.58
Extreme,Haridwar,Fan repair,Shave/beard grooming,130.33
Fine,Rishikesh,Decorative Lights Installation (per 10m),Shave/beard grooming,70
Fine,Noida,Decorative light & bed lamp installation,Microwave Repair,452.28
Extreme,Ahemdabad,Tap replacement,Electrician,318.39
Fine,Dehradun,Bulb Holder Installation,Full home cleaning,432.91
Extreme,Ahemdabad,Switch/socket replacement,Full home cleaning,273.35
Fine,Rishikesh,Timer,Men/kids haircut,95.38
Extreme,Jaipur,Fan Coil Repair,Bathroom cleaning,330.22
Fine,Jaipur,New wiring without casing (per 5m),Home painting,380.49
Fine,Jaipur,Fan Coil Repair,Shave/beard grooming,159.76
Fine,Ahemdabad,Door bell installation,Carpenter,104.97
Fine,Ahemdabad,Fan repair,Men/kids haircut,389.33
Extreme,Delhi,Material Procurement Charges,Bathroom cleaning,220.86
Extreme,Dehradun,Fuse 5 / 15 Amp,Electrician,493.37
Fine,Delhi,Geyser Uninstallation,Chimney Repair,129.38
Extreme,Haridwar,Single pole MCB installation,Massage,265.55
Fine,Delhi,New wiring without casing (per 5m),Face care,439.97
Extreme,Dehradun,Switch/socket replacement,Massage,305.55
Extreme,Noida,Decorative Lights Installation (per 5m),Shave/beard grooming,396.48
Fine,Haridwar,New wiring with casing (per 5m),Carpenter,328.97
Fine,Ahemdabad,Door bell installation,Face care,475.47
Fine,Delhi,Door bell installation,Chimney Repair,257.67
Extreme,Noida,Stabilizer installation,Carpenter,321.18
Fine,Dehradun,Inverter PCB Card Replacement,Kitchen cleaning,140.85
Fine,Delhi,Lantern Installation,Hair colour,211.14
Fine,Noida,Single battery inverter installation,Face care,51.91
Fine,Delhi,Waste pipe leakage,Home painting,306.71
Fine,Rishikesh,TV uninstallation,Carpenter,240.02
Extreme,Dehradun,Wash Basin Leakage Repair,Pest control,107.02
Fine,Jaipur,Bulb holder installation,Kitchen cleaning,323.09
Extreme,Rishikesh,Lights Uninstallation (per 20 m),Hair colour,61.71
Fine,Lucknow,Geyser Uninstallation,Massage,354.13
Extreme,Noida,Material Procurement Charges,Electrician,127.33
Extreme,Noida,Timer,Plumber,270.67
Fine,Ahemdabad,Four Pole MCB Installation,Pest control,492.02
Fine,Delhi,Minor fittings installation,Men/kids haircut,362.36
Fine,Jaipur,Replace CFL to LED,Men/kids haircut,218.78
Extreme,Jaipur,3 Phase changeover switch installation,Face care,253.92
Extreme,Noida,Room heater repair,Full home cleaning,467.43
Fine,Dehradun,Ceiling Fan Installation,Home painting,114.4
Fine,Dehradun,TV installation (above 48 inches),Microwave Repair,126.06
Fine,Dehradun,Bulb,Bathroom cleaning,401.44
Fine,Ahemdabad,3 Phase Changeover Switch Installation,Laptop Repair,447.77
Fine,Dehradun,TV uninstallation,Laptop Repair,185.28
Fine,Noida,MCB fuse replacement,Laptop Repair,385.86
Extreme,Dehradun,Decorative light & bed lamp installation,Pest control,61.17
Extreme,Ahemdabad,3 Phase Changeover Switch Installation,Water Purifier Repair,474.32
Extreme,Jaipur,Decorative Lights Installation (per 5m),Face care,127.21
Fine,Dehradun,Decorative Lights Installation (per 15m),Laptop Repair,382.07
Extreme,Rishikesh,Stabilizer installation,Full home cleaning,332.49
Extreme,Lucknow,Fan uninstallation,Plumber,437.07
Fine,Dehradun,Tap installation,Pest control,234.87
Fine,Lucknow,Single pole MCB installation,Electrician,280.32
Extreme,Dehradun,AC switchbox installation,Refrigerator Repair,201.83
Extreme,Jaipur,Switch Membrane / Key Pad Repair,Shave/beard grooming,329.53
Extreme,Noida,Mini home theater installation,Washing Machine Repair,159.97
Extreme,Rishikesh,Material Procurement Charges,Full home cleaning,301.23
Extreme,Ahemdabad,Hot & cold water mixer installation,Men/kids haircut,53.67
Extreme,Delhi,Mini home theater installation,Kitchen cleaning,378.22
Extreme,Rishikesh,Bulb Holder Installation,Chimney Repair,181.53
Fine,Dehradun,Lantern Installation,Refrigerator Repair,317.84
Fine,Jaipur,TV uninstallation,Massage,223.28
Extreme,Ahemdabad,Switchboard installation,Men/kids haircut,139.69
Fine,Ahemdabad,Inverter servicing,Pest control,357.45
Extreme,Jaipur,Cavity sensor,Massage,308.46
Extreme,Dehradun,Drainage pipe blockage removal,Pest control,152.79
Fine,Haridwar,PCB Repair,Home painting,348.96
Extreme,Jaipur,Balcony drain blockage removal,Water Purifier Repair,79.38
Fine,Jaipur,Wash Basin Leakage Repair,Laptop Repair,74.73
Fine,Ahemdabad,Shower installation (wall mounted/ hand-held),Chimney Repair,357.25
Extreme,Jaipur,Room heater repair,Face care,397.32
Extreme,Jaipur,Bulbs installation (upto 5 bulbs),Water Purifier Repair,183.46
Extreme,Lucknow,Switch Membrane / Key Pad Repair,Carpenter,486.38
Extreme,Ahemdabad,Double Pole MCB Installation,Carpenter,356.69
Fine,Delhi,Ceiling Fan Installation,Plumber,248.97
Fine,Haridwar,Double battery inverter installation,Plumber,471.19
Extreme,Ahemdabad,Stabilizer installation,Electrician,61.35
Fine,Delhi,3 Phase changeover switch installation,Face care,165.35
Fine,Noida,Switchboard installation,Electrician,305.71
Fine,Noida,Double Pole MCB Installation,Microwave Repair,184.65
Extreme,Haridwar,MCB fuse replacement,AC Repair Service,216.66
Extreme,Rishikesh,Room heater repair,Shave/beard grooming,154.8
Extreme,Haridwar,Geyser Uninstallation,Electrician,263.97
