"﻿Weather,Subservice,City,Service,Price"
"Extreme,Minor fittings installation,Rishikesh,Men/kids haircut,443.18"
"Extreme,Bulb Holder Installation,Dehradun,Refrigerator Repair,444.95"
"Extreme,Bulbs installation (upto 5 bulbs),Ahemdabad,Home painting,128.12"
"Extreme,Tap repair,Haridwar,Carpenter,467.46"
"Fine,New wiring without casing (per 5m),Lucknow,Men/kids haircut,81.82"
"Fine,3 Phase Changeover Switch Installation,Jaipur,Electrician,78.49"
"Fine,Bulb holder installation,Lucknow,Water Purifier Repair,66.41"
"Extreme,Switchboard repair,Lucknow,Hair colour,324.15"
"Extreme,Double battery inverter installation,Dehradun,Refrigerator Repair,366.27"
"Extreme,Drainage pipe blockage removal,Dehradun,Refrigerator Repair,306.45"
"Fine,Hot & cold water mixer installation,Dehradun,Plumber,135.7"
"Fine,Fuse 5 / 15 Amp,Jaipur,Pest control,489.37"
"Fine,Double battery inverter installation,Haridwar,Microwave Repair,271.74"
"Extreme,Fan repair,Delhi,Water Purifier Repair,334.75"
"Fine,Double Pole MCB Installation,Dehradun,Kitchen cleaning,82.23"
"Extreme,Double Pole MCB Installation,Jaipur,Microwave Repair,410.89"
"Extreme,Material Procurement Charges,Noida,Laptop Repair,491.92"
"Fine,Material Procurement Charges,Lucknow,Chimney Repair,213.99"
"Fine,Wash Basin Leakage Repair,Haridwar,Laptop Repair,142.58"
"Fine,Hot & cold water mixer installation,Haridwar,Men/kids haircut,189.22"
"Fine,Four Pole MCB Installation,Noida,Washing Machine Repair,306.16"
"Extreme,Room heater repair,Jaipur,Microwave Repair,451.03"
"Fine,Decorative light & bed lamp installation,Rishikesh,AC Repair Service,296.61"
"Extreme,Wash basin installation,Dehradun,Face care,294.51"
"Extreme,PCB Repair,Haridwar,Men/kids haircut,386.12"
"Fine,Fuse 5 / 15 Amp,Lucknow,Face care,437.65"
"Extreme,Wash Basin Leakage Repair,Noida,Massage,98.39"
"Extreme,Decorative Lights Uninstallation (per 5m),Ahemdabad,Plumber,109.95"
"Fine,Chandelier installation (upto 6 bulbs),Noida,Laptop Repair,389.01"
"Extreme,Cavity sensor,Lucknow,Chimney Repair,422.68"
"Fine,Replace CFL to LED,Ahemdabad,Electrician,496.6"
"Fine,Minor fittings installation,Dehradun,AC Repair Service,492.54"
"Fine,Geyser Installation,Noida,Carpenter,468.16"
"Fine,Hot & cold water mixer installation,Haridwar,Shave/beard grooming,417.28"
"Extreme,Door bell replacement,Rishikesh,Washing Machine Repair,131.42"
"Fine,Switch Membrane / Key Pad Repair,Noida,Home painting,129.16"
"Fine,Four Pole MCB Installation,Ahemdabad,Laptop Repair,272.83"
"Extreme,Inverter fuse replacement,Haridwar,Laptop Repair,476.5"
"Extreme,MCB fuse replacement,Ahemdabad,Massage,148.12"
"Fine,3 Phase changeover switch installation,Haridwar,Massage,358.61"
"Fine,Chandelier installation (more than 6 bulbs),Haridwar,Home painting,262.96"
"Extreme,New internal wiring (per 5m),Haridwar,Electrician,370.07"
"Extreme,Fan replacement,Lucknow,Microwave Repair,155.76"
"Extreme,Switchboard installation,Ahemdabad,Carpenter,98.13"
"Extreme,Fan uninstallation,Haridwar,Men/kids haircut,76.73"
"Extreme,Balcony drain blockage removal,Jaipur,Washing Machine Repair,243.39"
"Extreme,Wash Basin Leakage Repair,Rishikesh,Washing Machine Repair,308.46"
"Fine,Fuse 5 / 15 Amp,Dehradun,Washing Machine Repair,424.96"
"Fine,Decorative ceiling fan installation,Haridwar,Pest control,318.51"
"Fine,Bulbs installation (upto 5 bulbs),Ahemdabad,Laptop Repair,121.26"
"Fine,TV installation (above 48 inches),Delhi,Home painting,155.38"
"Extreme,Chandelier installation (upto 6 bulbs),Jaipur,Washing Machine Repair,93.43"
"Fine,Decorative Lights Installation (per 15m),Rishikesh,Massage,129.27"
"Extreme,Fan Coil Repair,Dehradun,Hair colour,364.15"
"Extreme,Door bell replacement,Jaipur,Refrigerator Repair,321.52"
"Extreme,Fan repair,Haridwar,Kitchen cleaning,497.97"
"Extreme,Decorative Lights Installation (per 15m),Ahemdabad,Full home cleaning,385.62"
"Fine,New internal wiring (per 5m),Lucknow,Electrician,430.13"
"Fine,Door bell installation,Ahemdabad,Shave/beard grooming,388.34"
"Fine,Material Procurement Charges,Lucknow,Home painting,234.59"
"Fine,Inverter fuse replacement,Delhi,Bathroom cleaning,432.49"
"Fine,Room heater repair,Rishikesh,Men/kids haircut,199.19"
"Fine,Decorative ceiling fan installation,Haridwar,Washing Machine Repair,237.21"
"Fine,Drainage pipe blockage removal,Dehradun,Shave/beard grooming,79.66"
"Fine,Door bell replacement,Delhi,AC Repair Service,209.78"
"Fine,Ceiling Fan Installation,Lucknow,Full home cleaning,341.25"
"Extreme,Triple Pole MCB Installation,Noida,Microwave Repair,191.41"
"Extreme,Ceiling Fan Installation,Noida,Shave/beard grooming,186.98"
"Extreme,Tubelight Installation/Repair,Dehradun,Pest control,369.92"
"Extreme,Stabilizer installation,Jaipur,Carpenter,101.75"
"Fine,Door bell installation,Ahemdabad,Massage,315.56"
"Extreme,Waste pipe leakage,Noida,Massage,200.74"
"Extreme,Bulbs installation (upto 5 bulbs),Delhi,Full home cleaning,101.87"
"Extreme,Tap replacement,Ahemdabad,Bathroom cleaning,401.96"
"Extreme,Ceiling Fan Installation,Rishikesh,Chimney Repair,483.13"
"Fine,Double battery inverter installation,Delhi,Electrician,143.24"
"Extreme,Decorative Lights Installation (per 10m),Jaipur,Massage,181.14"
"Extreme,Single pole MCB installation,Jaipur,Hair colour,333.32"
"Extreme,Balcony drain blockage removal,Ahemdabad,Full home cleaning,293.83"
"Extreme,Chandelier installation (more than 6 bulbs),Dehradun,Carpenter,247.8"
"Extreme,Switchboard installation,Dehradun,Kitchen cleaning,178.4"
"Extreme,Balcony drain blockage removal,Ahemdabad,Bathroom cleaning,134.11"
"Extreme,Switchboard installation,Jaipur,Face care,137.34"
"Fine,Chandelier installation (upto 6 bulbs),Jaipur,Massage,148.77"
"Fine,Decorative ceiling fan installation,Dehradun,Bathroom cleaning,466.89"
"Fine,Decorative Lights Installation (per 10m),Dehradun,AC Repair Service,73.75"
"Extreme,Inverter fuse replacement,Delhi,Plumber,73.81"
"Extreme,Tap installation,Ahemdabad,Bathroom cleaning,397.18"
"Fine,Lights Uninstallation (per 20 m),Lucknow,Refrigerator Repair,56.18"
"Fine,New wiring without casing (per 5m),Rishikesh,Face care,394.75"
"Fine,Switch/socket replacement,Ahemdabad,Home painting,224.27"
"Fine,New wiring without casing (per 5m),Noida,Microwave Repair,402.97"
"Extreme,Tubelight Installation/Repair,Delhi,Microwave Repair,401.65"
"Fine,TV installation (above 48 inches),Rishikesh,Plumber,276.89"
"Fine,MCB fuse replacement,Haridwar,Hair colour,383.01"
"Extreme,New internal wiring (per 5m),Rishikesh,Refrigerator Repair,52.05"
"Extreme,New internal wiring (per 5m),Lucknow,Men/kids haircut,182.26"
"Fine,Sub meter installation,Lucknow,Face care,79.59"
"Fine,Waste pipe leakage,Rishikesh,Plumber,334.1"
"Extreme,Double battery inverter installation,Noida,Pest control,402.84"
"Fine,Replace CFL to LED,Haridwar,Electrician,495"
"Fine,Timer,Jaipur,Shave/beard grooming,369.98"
"Fine,Wash Basin Leakage Repair,Jaipur,Electrician,102.12"
"Extreme,Bulb holder installation,Ahemdabad,Bathroom cleaning,390.2"
"Fine,Chandelier installation (more than 6 bulbs),Jaipur,Bathroom cleaning,357.35"
"Fine,Decorative Lights Installation (per 10m),Jaipur,Chimney Repair,478.99"
"Extreme,Cavity sensor,Noida,Water Purifier Repair,487.66"
"Extreme,Hot & cold water mixer installation,Rishikesh,Home painting,319.93"
"Extreme,Hot & cold water mixer repair,Rishikesh,Bathroom cleaning,486.08"
"Fine,3 Phase changeover switch installation,Jaipur,Water Purifier Repair,115.01"
"Fine,Geyser Installation,Haridwar,Bathroom cleaning,441.11"
"Extreme,TV installation (above 48 inches),Delhi,Bathroom cleaning,217.77"
"Fine,TV installation (above 48 inches),Haridwar,AC Repair Service,102.72"
"Fine,Switch/socket replacement,Noida,Water Purifier Repair,293.9"
"Extreme,Drainage pipe blockage removal,Ahemdabad,Pest control,481.93"
"Fine,Chandelier installation (upto 6 bulbs),Delhi,Home painting,63.3"
"Fine,New wiring with casing (per 5m),Ahemdabad,Shave/beard grooming,312.89"
"Extreme,Bulbs installation (upto 5 bulbs),Ahemdabad,Microwave Repair,265.13"
"Fine,AC switchbox installation,Dehradun,Washing Machine Repair,366.64"
"Fine,Bulb holder installation,Rishikesh,Kitchen cleaning,430.02"
"Fine,Door bell replacement,Delhi,Men/kids haircut,349.36"
"Fine,Fan replacement,Ahemdabad,Bathroom cleaning,195.49"
"Fine,Timer,Rishikesh,Carpenter,353.76"
"Extreme,Four Pole MCB Installation,Dehradun,Pest control,317.55"
"Fine,Replace CFL to LED,Dehradun,Full home cleaning,191.68"
"Extreme,Hot & cold water mixer repair,Delhi,Refrigerator Repair,403.9"
"Fine,Fan repair,Ahemdabad,Hair colour,442.81"
"Extreme,Door bell replacement,Rishikesh,Shave/beard grooming,349.47"
"Extreme,Wash basin installation,Jaipur,Kitchen cleaning,298.58"
"Extreme,Inverter fuse replacement,Haridwar,Pest control,352.65"
"Extreme,Four Pole MCB Installation,Jaipur,Full home cleaning,250.62"
"Fine,Decorative Lights Installation (per 15m),Haridwar,Men/kids haircut,128.18"
"Extreme,Fan repair,Ahemdabad,Men/kids haircut,165.7"
"Extreme,Lantern Installation,Noida,Refrigerator Repair,457.04"
"Fine,Chandelier installation (upto 6 bulbs),Delhi,Massage,471.2"
"Fine,TV uninstallation,Delhi,Washing Machine Repair,165.58"
"Extreme,PCB Repair,Dehradun,Massage,66.65"
"Extreme,New wiring with casing (per 5m),Jaipur,Home painting,250.24"
"Extreme,Double battery inverter installation,Lucknow,Men/kids haircut,252.07"
"Extreme,Single battery inverter installation,Dehradun,Men/kids haircut,289.08"
"Fine,Inverter fuse replacement,Rishikesh,Full home cleaning,207.82"
"Fine,Door bell replacement,Rishikesh,Hair colour,138.24"
"Fine,Switchboard repair,Lucknow,Plumber,188.18"
"Extreme,Wash basin blockage removal,Ahemdabad,Bathroom cleaning,459.43"
"Extreme,Tap repair,Haridwar,Refrigerator Repair,60.82"
"Extreme,Shower installation (wall mounted/ hand-held),Noida,Face care,92.73"
"Extreme,Hot & cold water mixer installation,Dehradun,Laptop Repair,383.7"
"Extreme,Ceiling fan regulator replacement,Rishikesh,Laptop Repair,125.03"
"Extreme,Decorative Lights Installation (per 5m),Dehradun,Pest control,490.49"
"Fine,Fan uninstallation,Noida,Laptop Repair,431.06"
"Extreme,Timer,Jaipur,Home painting,342.53"
"Fine,Lights Uninstallation (per 20 m),Ahemdabad,Carpenter,323.83"
"Extreme,Bulb,Ahemdabad,Washing Machine Repair,159.85"
"Fine,Shower installation (wall mounted/ hand-held),Jaipur,Plumber,75.52"
"Extreme,Decorative Lights Installation (per 15m),Noida,Microwave Repair,163.26"
"Fine,Stabilizer installation,Jaipur,Chimney Repair,468.58"
"Fine,Inverter servicing,Rishikesh,Laptop Repair,242.56"
"Fine,Mini home theater installation,Lucknow,Kitchen cleaning,349.95"
"Fine,PCB Repair,Lucknow,Massage,226.75"
"Fine,Switch Membrane / Key Pad Repair,Delhi,Kitchen cleaning,238.09"
"Fine,Four Pole MCB Installation,Noida,Bathroom cleaning,102.01"
"Extreme,Lights Uninstallation (per 20 m),Noida,Massage,444.65"
"Extreme,Fan replacement,Lucknow,Refrigerator Repair,319.33"
"Fine,Shower installation (ceiling mounted),Rishikesh,Plumber,305.83"
"Extreme,Decorative light & bed lamp installation,Haridwar,Washing Machine Repair,208.19"
"Extreme,Lights Uninstallation (per 20 m),Ahemdabad,Massage,430.15"
"Extreme,Door bell installation,Noida,Refrigerator Repair,82.64"
"Extreme,Door bell installation,Rishikesh,Chimney Repair,180.02"
"Fine,Wash basin installation,Lucknow,Full home cleaning,60.36"
"Extreme,Tap replacement,Rishikesh,Carpenter,122.75"
"Extreme,Hot & cold water mixer installation,Haridwar,Face care,386.29"
"Extreme,Stabilizer installation,Delhi,Home painting,310.61"
"Fine,Stabilizer installation,Dehradun,Hair colour,298.29"
"Fine,Sub meter installation,Jaipur,Refrigerator Repair,208.03"
"Extreme,Double battery inverter installation,Jaipur,Bathroom cleaning,266.39"
"Fine,Bulbs installation (upto 5 bulbs),Haridwar,Bathroom cleaning,240.56"
"Extreme,Bulb holder installation,Delhi,Microwave Repair,128.5"
"Extreme,Minor fittings installation,Noida,Kitchen cleaning,64.12"
"Extreme,Switchboard installation,Delhi,Home painting,86.06"
"Extreme,Decorative light & bed lamp installation,Lucknow,Electrician,200.04"
"Fine,Thermal Cut Off (TCO),Delhi,Chimney Repair,196.76"
"Extreme,Decorative Lights Installation (per 10m),Rishikesh,Shave/beard grooming,405.47"
"Fine,Tap installation,Noida,Microwave Repair,121.32"
"Extreme,Door bell replacement,Rishikesh,Electrician,51.01"
"Fine,New wiring without casing (per 5m),Delhi,Massage,406.19"
"Extreme,Minor fittings installation,Dehradun,Full home cleaning,288.98"
"Fine,Fan uninstallation,Dehradun,Chimney Repair,166.13"
"Fine,Geyser Uninstallation,Ahemdabad,Hair colour,55.82"
"Extreme,Tap installation,Ahemdabad,Home painting,81.51"
"Extreme,Fan replacement,Rishikesh,Bathroom cleaning,453.97"
"Extreme,Door bell replacement,Lucknow,Bathroom cleaning,71.12"
"Fine,Decorative Lights Uninstallation (per 5m),Lucknow,Chimney Repair,105.5"
"Fine,TV uninstallation,Haridwar,Home painting,133.53"
"Fine,Inverter servicing,Ahemdabad,Full home cleaning,291.02"
"Extreme,Timer,Dehradun,Pest control,363.67"
"Extreme,MCB fuse replacement,Ahemdabad,Men/kids haircut,396.76"
"Fine,Single battery inverter installation,Haridwar,Shave/beard grooming,145.69"
"Extreme,Hot & cold water mixer installation,Lucknow,Face care,198.64"
"Fine,Shower installation (wall mounted/ hand-held),Rishikesh,AC Repair Service,447.93"
"Fine,Decorative Lights Installation (per 15m),Ahemdabad,Electrician,189.52"
"Extreme,Chandelier installation (more than 6 bulbs),Ahemdabad,Microwave Repair,150.93"
"Extreme,Decorative ceiling fan installation,Ahemdabad,Plumber,289.71"
"Fine,Ceiling fan regulator replacement,Delhi,Massage,392.37"
"Extreme,Triple Pole MCB Installation,Ahemdabad,Carpenter,158.23"
"Fine,Door bell installation,Haridwar,Shave/beard grooming,348.61"
"Extreme,Single pole MCB installation,Ahemdabad,Kitchen cleaning,343.85"
"Fine,3 Phase Changeover Switch Installation,Delhi,Carpenter,263.7"
"Extreme,Balcony drain blockage removal,Jaipur,Water Purifier Repair,328.36"
"Extreme,Chandelier installation (more than 6 bulbs),Jaipur,AC Repair Service,399.63"
"Fine,Room heater repair,Dehradun,Water Purifier Repair,120.24"
"Extreme,Hot & cold water mixer repair,Delhi,AC Repair Service,210.86"
"Extreme,Fan Coil Repair,Dehradun,Water Purifier Repair,149.89"
"Extreme,Balcony drain blockage removal,Rishikesh,Shave/beard grooming,96.36"
"Fine,Ceiling Fan Installation,Haridwar,Bathroom cleaning,420.17"
"Fine,Switch/socket replacement,Dehradun,Pest control,90.74"
"Extreme,Chandelier installation (upto 6 bulbs),Noida,Face care,427.56"
"Extreme,Room heater repair,Rishikesh,AC Repair Service,497.35"
"Extreme,Tap installation,Noida,Chimney Repair,200.75"
"Fine,Ceiling Fan Installation,Rishikesh,Washing Machine Repair,258.88"
"Extreme,Minor fittings installation,Noida,Microwave Repair,270.23"
"Fine,Geyser Uninstallation,Rishikesh,Men/kids haircut,261.96"
"Extreme,Thermal Cut Off (TCO),Ahemdabad,Full home cleaning,468.96"
"Extreme,Geyser Uninstallation,Dehradun,Bathroom cleaning,165.68"
"Extreme,Tubelight Installation/Repair,Haridwar,Microwave Repair,349.58"
"Extreme,Fan repair,Haridwar,Shave/beard grooming,130.33"
"Fine,Decorative Lights Installation (per 10m),Rishikesh,Shave/beard grooming,70"
"Fine,Decorative light & bed lamp installation,Noida,Microwave Repair,452.28"
"Extreme,Tap replacement,Ahemdabad,Electrician,318.39"
"Fine,Bulb Holder Installation,Dehradun,Full home cleaning,432.91"
"Extreme,Switch/socket replacement,Ahemdabad,Full home cleaning,273.35"
"Fine,Timer,Rishikesh,Men/kids haircut,95.38"
"Extreme,Fan Coil Repair,Jaipur,Bathroom cleaning,330.22"
"Fine,New wiring without casing (per 5m),Jaipur,Home painting,380.49"
"Fine,Fan Coil Repair,Jaipur,Shave/beard grooming,159.76"
"Fine,Door bell installation,Ahemdabad,Carpenter,104.97"
"Fine,Fan repair,Ahemdabad,Men/kids haircut,389.33"
"Extreme,Material Procurement Charges,Delhi,Bathroom cleaning,220.86"
"Extreme,Fuse 5 / 15 Amp,Dehradun,Electrician,493.37"
"Fine,Geyser Uninstallation,Delhi,Chimney Repair,129.38"
"Extreme,Single pole MCB installation,Haridwar,Massage,265.55"
"Fine,New wiring without casing (per 5m),Delhi,Face care,439.97"
"Extreme,Switch/socket replacement,Dehradun,Massage,305.55"
"Extreme,Decorative Lights Installation (per 5m),Noida,Shave/beard grooming,396.48"
"Fine,New wiring with casing (per 5m),Haridwar,Carpenter,328.97"
"Fine,Door bell installation,Ahemdabad,Face care,475.47"
"Fine,Door bell installation,Delhi,Chimney Repair,257.67"
"Extreme,Stabilizer installation,Noida,Carpenter,321.18"
"Fine,Inverter PCB Card Replacement,Dehradun,Kitchen cleaning,140.85"
"Fine,Lantern Installation,Delhi,Hair colour,211.14"
"Fine,Single battery inverter installation,Noida,Face care,51.91"
"Fine,Waste pipe leakage,Delhi,Home painting,306.71"
"Fine,TV uninstallation,Rishikesh,Carpenter,240.02"
"Extreme,Wash Basin Leakage Repair,Dehradun,Pest control,107.02"
"Fine,Bulb holder installation,Jaipur,Kitchen cleaning,323.09"
"Extreme,Lights Uninstallation (per 20 m),Rishikesh,Hair colour,61.71"
"Fine,Geyser Uninstallation,Lucknow,Massage,354.13"
"Extreme,Material Procurement Charges,Noida,Electrician,127.33"
"Extreme,Timer,Noida,Plumber,270.67"
"Fine,Four Pole MCB Installation,Ahemdabad,Pest control,492.02"
"Fine,Minor fittings installation,Delhi,Men/kids haircut,362.36"
"Fine,Replace CFL to LED,Jaipur,Men/kids haircut,218.78"
"Extreme,3 Phase changeover switch installation,Jaipur,Face care,253.92"
"Extreme,Room heater repair,Noida,Full home cleaning,467.43"
"Fine,Ceiling Fan Installation,Dehradun,Home painting,114.4"
"Fine,TV installation (above 48 inches),Dehradun,Microwave Repair,126.06"
"Fine,Bulb,Dehradun,Bathroom cleaning,401.44"
"Fine,3 Phase Changeover Switch Installation,Ahemdabad,Laptop Repair,447.77"
"Fine,TV uninstallation,Dehradun,Laptop Repair,185.28"
"Fine,MCB fuse replacement,Noida,Laptop Repair,385.86"
"Extreme,Decorative light & bed lamp installation,Dehradun,Pest control,61.17"
"Extreme,3 Phase Changeover Switch Installation,Ahemdabad,Water Purifier Repair,474.32"
"Extreme,Decorative Lights Installation (per 5m),Jaipur,Face care,127.21"
"Fine,Decorative Lights Installation (per 15m),Dehradun,Laptop Repair,382.07"
"Extreme,Stabilizer installation,Rishikesh,Full home cleaning,332.49"
"Extreme,Fan uninstallation,Lucknow,Plumber,437.07"
"Fine,Tap installation,Dehradun,Pest control,234.87"
"Fine,Single pole MCB installation,Lucknow,Electrician,280.32"
"Extreme,AC switchbox installation,Dehradun,Refrigerator Repair,201.83"
"Extreme,Switch Membrane / Key Pad Repair,Jaipur,Shave/beard grooming,329.53"
"Extreme,Mini home theater installation,Noida,Washing Machine Repair,159.97"
"Extreme,Material Procurement Charges,Rishikesh,Full home cleaning,301.23"
"Extreme,Hot & cold water mixer installation,Ahemdabad,Men/kids haircut,53.67"
"Extreme,Mini home theater installation,Delhi,Kitchen cleaning,378.22"
"Extreme,Bulb Holder Installation,Rishikesh,Chimney Repair,181.53"
"Fine,Lantern Installation,Dehradun,Refrigerator Repair,317.84"
