Weather,City,Subservice,Service,Price
Fine,Lucknow,Stabilizer installation,Refrigerator Repair,112.13
Fine,Ahemdabad,Decorative Lights Installation (per 15m),Kitchen cleaning,397.25
Fine,Dehradun,Double Pole MCB Installation,Washing Machine Repair,262.07
Fine,Lucknow,Hot & cold water mixer installation,Bathroom cleaning,476.0
Extreme,Ahemdabad,Chandelier installation (upto 6 bulbs),Chimney Repair,484.79
Fine,Ahemdabad,Fan repair,Pest control,484.72
Extreme,Lucknow,Chandelier installation (more than 6 bulbs),Carpenter,445.94
Fine,Rishikesh,TV installation (above 48 inches),Hair colour,408.94
Fine,Dehradun,Bulb,Pest control,414.68
Fine,Lucknow,New wiring with casing (per 5m),Microwave Repair,395.11
Extreme,Lucknow,Inverter servicing,Carpenter,442.11
Extreme,Delhi,Bulb holder installation,Washing Machine Repair,252.36
Fine,Rishikesh,Wash basin blockage removal,Men/kids haircut,429.79
Extreme,Noida,Chandelier installation (more than 6 bulbs),Carpenter,166.69
Fine,Noida,Drainage pipe blockage removal,Chimney Repair,441.7
Extreme,Noida,Single pole MCB installation,Water Purifier Repair,384.57
Fine,Delhi,Single pole MCB installation,Microwave Repair,482.4
Fine,Lucknow,Fan repair,Washing Machine Repair,474.14
Fine,Delhi,Switchboard installation,Men/kids haircut,299.37
Extreme,Jaipur,Inverter servicing,Full home cleaning,253.98
Extreme,Haridwar,Switchboard installation,Massage,379.79
Extreme,Noida,Bulb,Washing Machine Repair,365.85
Extreme,Noida,Inverter PCB Card Replacement,Carpenter,180.64
Fine,Ahemdabad,Decorative Lights Installation (per 15m),Laptop Repair,427.4
Fine,Delhi,Double battery inverter installation,Face care,487.59
Fine,Noida,Bulb Holder Installation,Chimney Repair,216.95
Extreme,Noida,Timer,Full home cleaning,470.75
Fine,Delhi,TV uninstallation,Home painting,495.55
Fine,Lucknow,Inverter fuse replacement,Hair colour,432.91
Fine,Rishikesh,Decorative Lights Installation (per 5m),Home painting,442.85
Fine,Rishikesh,Drainage pipe blockage removal,Chimney Repair,456.42
Extreme,Haridwar,Bulb holder installation,Microwave Repair,296.16
Extreme,Haridwar,Single battery inverter installation,Face care,385.35
Fine,Rishikesh,New wiring with casing (per 5m),Electrician,461.4
Fine,Ahemdabad,Four Pole MCB Installation,Face care,470.08
Extreme,Lucknow,Fan repair,Pest control,479.68
Extreme,Noida,Inverter servicing,Carpenter,173.87
Fine,Noida,Drainage pipe blockage removal,Home painting,256.17
Fine,Haridwar,Inverter servicing,Carpenter,162.14
Fine,Jaipur,Decorative Lights Installation (per 15m),Full home cleaning,278.6
Fine,Noida,Inverter PCB Card Replacement,Laptop Repair,391.8
Extreme,Haridwar,PCB Repair,Bathroom cleaning,282.28
Extreme,Noida,Decorative Lights Uninstallation (per 5m),Water Purifier Repair,456.32
Fine,Ahemdabad,Switchboard repair,Pest control,401.25
Fine,Jaipur,Switchboard installation,Plumber,457.18
Extreme,Noida,Double battery inverter installation,Carpenter,469.17
Fine,Noida,Switchboard installation,Men/kids haircut,458.77
Fine,Haridwar,Minor fittings installation,Pest control,271.16
Extreme,Lucknow,Switchboard installation,Men/kids haircut,484.2
Fine,Ahemdabad,Tap installation,Massage,474.92
Extreme,Haridwar,Switchboard installation,Carpenter,327.51
Fine,Haridwar,Single pole MCB installation,Face care,348.75
Fine,Noida,Shower installation (ceiling mounted),Chimney Repair,475.4
Fine,Rishikesh,Bulb,Chimney Repair,377.29
Fine,Rishikesh,Material Procurement Charges,Pest control,370.71
Extreme,Rishikesh,Wash Basin Leakage Repair,Refrigerator Repair,459.67
Extreme,Haridwar,Inverter fuse replacement,Carpenter,123.49
Extreme,Delhi,TV installation (up to 48 inches),Carpenter,453.25
Fine,Ahemdabad,Bulbs installation (upto 5 bulbs),Face care,250.24
Fine,Noida,Lantern Installation,Water Purifier Repair,382.33
Fine,Noida,Decorative Lights Uninstallation (per 5m),Pest control,379.52
Fine,Delhi,Fan Coil Repair,Washing Machine Repair,465.89
Fine,Ahemdabad,Single pole MCB installation,Face care,376.54
Fine,Noida,Cavity sensor,Microwave Repair,303.68
Fine,Lucknow,Switch/socket replacement,Electrician,449.91
Fine,Ahemdabad,Switchboard installation,Home painting,244.01
Extreme,Noida,Balcony drain blockage removal,Carpenter,412.45
Fine,Rishikesh,Chandelier installation (upto 6 bulbs),Microwave Repair,479.67
Extreme,Lucknow,Wash Basin Leakage Repair,Refrigerator Repair,454.81
Extreme,Noida,Chandelier installation (more than 6 bulbs),Washing Machine Repair,409.3
Extreme,Rishikesh,Fuse 5 / 15 Amp,Chimney Repair,458.7
Fine,Rishikesh,Room heater repair,Microwave Repair,390.05
Fine,Noida,TV uninstallation,Carpenter,389.4
Fine,Jaipur,Geyser Installation,Face care,294.65
Fine,Jaipur,Drainage pipe blockage removal,Face care,469.21
Fine,Haridwar,Timer,Pest control,267.89
Extreme,Noida,New wiring with casing (per 5m),Men/kids haircut,86.13
Extreme,Dehradun,Timer,Full home cleaning,114.7
Fine,Jaipur,Fan replacement,Carpenter,339.63
Fine,Jaipur,Single pole MCB installation,Face care,394.44
Fine,Noida,Switchboard installation,Full home cleaning,142.28
Extreme,Noida,Chandelier installation (upto 6 bulbs),Washing Machine Repair,186.5
Fine,Rishikesh,TV installation (up to 48 inches),Massage,370.96
Extreme,Rishikesh,Tap replacement,Refrigerator Repair,100.42
Fine,Delhi,Inverter servicing,Massage,409.53
Fine,Haridwar,Room heater repair,Bathroom cleaning,438.39
Extreme,Lucknow,MCB fuse replacement,Bathroom cleaning,394.04
Fine,Noida,Room heater repair,Laptop Repair,299.65
Fine,Delhi,Double Pole MCB Installation,Washing Machine Repair,222.52
Fine,Rishikesh,Single battery inverter installation,Men/kids haircut,366.82
Extreme,Rishikesh,3 Phase changeover switch installation,Pest control,357.84
Fine,Noida,Decorative Lights Installation (per 15m),Plumber,248.38
Extreme,Haridwar,New wiring with casing (per 5m),Home painting,338.85
Fine,Haridwar,Inverter servicing,Full home cleaning,300.39
Fine,Jaipur,Chandelier installation (upto 6 bulbs),Carpenter,469.11
Extreme,Haridwar,Waste pipe leakage,Carpenter,377.61
Fine,Delhi,Shower installation (ceiling mounted),Men/kids haircut,213.64
Extreme,Delhi,Drainage pipe blockage removal,Carpenter,427.84
Fine,Lucknow,Triple Pole MCB Installation,Bathroom cleaning,363.22
Extreme,Noida,Sub meter installation,Men/kids haircut,361.12
Fine,Lucknow,Bulb Holder Installation,Full home cleaning,92.94
Fine,Jaipur,Hot & cold water mixer repair,Face care,214.62
Extreme,Lucknow,3 Phase changeover switch installation,Pest control,104.12
Fine,Rishikesh,Chandelier installation (more than 6 bulbs),Water Purifier Repair,183.08
Extreme,Delhi,Tap replacement,Home painting,91.86
Extreme,Lucknow,Fuse 5 / 15 Amp,Face care,163.53
Fine,Noida,Shower installation (ceiling mounted),Chimney Repair,374.43
Fine,Ahemdabad,Switch Membrane / Key Pad Repair,Pest control,474.81
Fine,Jaipur,TV uninstallation,Carpenter,429.52
Fine,Dehradun,3 Phase changeover switch installation,Face care,463.42
Fine,Ahemdabad,Fan repair,Washing Machine Repair,479.32
Fine,Jaipur,Four Pole MCB Installation,Home painting,472.97
Extreme,Rishikesh,3 Phase changeover switch installation,Chimney Repair,470.77
Fine,Rishikesh,Decorative Lights Installation (per 15m),Face care,457.27
Fine,Lucknow,Waste pipe leakage,Pest control,458.03
Fine,Jaipur,Four Pole MCB Installation,Electrician,420.0
Fine,Haridwar,Door bell installation,Hair colour,480.39
Fine,Noida,Bulb Holder Installation,Chimney Repair,152.49
Fine,Ahemdabad,Wash basin installation,Laptop Repair,388.42
Fine,Lucknow,Waste pipe leakage,Water Purifier Repair,312.37
Fine,Rishikesh,Wash basin blockage removal,Chimney Repair,436.29
Extreme,Haridwar,Inverter servicing,Men/kids haircut,368.94
Fine,Rishikesh,New wiring with casing (per 5m),Face care,238.0
Fine,Haridwar,Bulb Holder Installation,Kitchen cleaning,424.63
Fine,Lucknow,New internal wiring (per 5m),Carpenter,252.41
Fine,Lucknow,Thermal Cut Off (TCO),Face care,439.07
Fine,Jaipur,Decorative Lights Installation (per 5m),Full home cleaning,472.44
Fine,Rishikesh,Fan Coil Repair,Men/kids haircut,447.03
Fine,Haridwar,Tap repair,Home painting,431.79
Fine,Lucknow,Chandelier installation (upto 6 bulbs),Men/kids haircut,405.09
Fine,Jaipur,Single battery inverter installation,Refrigerator Repair,440.7
Fine,Delhi,Replace CFL to LED,Chimney Repair,407.56
Extreme,Noida,Inverter PCB Card Replacement,Washing Machine Repair,294.87
Fine,Delhi,Lantern Installation,Shave/beard grooming,92.22
Extreme,Noida,Tap installation,Hair colour,467.09
Fine,Ahemdabad,Switch Membrane / Key Pad Repair,Pest control,389.43
Fine,Jaipur,Double Pole MCB Installation,Water Purifier Repair,252.9
Fine,Ahemdabad,Switch/socket replacement,Refrigerator Repair,274.9
Fine,Rishikesh,Mini home theater installation,Men/kids haircut,243.62
Extreme,Haridwar,Material Procurement Charges,Microwave Repair,160.55
Fine,Delhi,Four Pole MCB Installation,Face care,132.39
Fine,Delhi,Timer,Water Purifier Repair,472.41
Extreme,Noida,Inverter PCB Card Replacement,Microwave Repair,460.65
Fine,Haridwar,Chandelier installation (more than 6 bulbs),Hair colour,462.28
Fine,Dehradun,Decorative Lights Installation (per 15m),Washing Machine Repair,467.83
Extreme,Rishikesh,New internal wiring (per 5m),Massage,376.15
Extreme,Ahemdabad,Shower installation (wall mounted/ hand-held),Washing Machine Repair,462.05
Extreme,Noida,Chandelier installation (more than 6 bulbs),Laptop Repair,365.56
Fine,Noida,Ceiling Fan Installation,Microwave Repair,163.42
Fine,Ahemdabad,Single battery inverter installation,Bathroom cleaning,464.52
Extreme,Lucknow,Inverter PCB Card Replacement,Massage,477.63
Fine,Rishikesh,Triple Pole MCB Installation,Washing Machine Repair,260.49
Fine,Jaipur,Timer,Face care,466.12
Fine,Ahemdabad,Decorative Lights Installation (per 15m),Carpenter,420.69
Fine,Haridwar,Single pole MCB installation,Washing Machine Repair,427.91
Fine,Jaipur,Double battery inverter installation,Face care,90.72
Fine,Rishikesh,Tap repair,Carpenter,453.3
Extreme,Lucknow,Decorative Lights Installation (per 15m),Full home cleaning,494.15
Fine,Haridwar,New wiring with casing (per 5m),Men/kids haircut,389.16
Fine,Rishikesh,3 Phase changeover switch installation,Shave/beard grooming,449.76
Extreme,Noida,Switch/socket replacement,Massage,476.92
Fine,Lucknow,Fan replacement,Men/kids haircut,441.25
Fine,Delhi,Geyser Installation,Refrigerator Repair,309.36
Fine,Jaipur,Door bell installation,Face care,469.97
Extreme,Jaipur,Geyser Installation,Carpenter,370.34
Extreme,Ahemdabad,Waste pipe leakage,Men/kids haircut,75.04
Fine,Jaipur,Double battery inverter installation,Water Purifier Repair,483.6
Fine,Jaipur,Lantern Installation,Kitchen cleaning,397.56
Extreme,Noida,Inverter fuse replacement,Washing Machine Repair,340.82
Extreme,Delhi,Lantern Installation,Carpenter,399.51
Fine,Haridwar,Single pole MCB installation,Plumber,165.2
Extreme,Jaipur,Tap installation,AC Repair Service,163.87
Extreme,Noida,New wiring without casing (per 5m),Carpenter,293.3
Extreme,Dehradun,Tap installation,AC Repair Service,93.64
Extreme,Noida,Door bell installation,Carpenter,485.36
Fine,Noida,Ceiling Fan Installation,Chimney Repair,457.49
Fine,Lucknow,Decorative Lights Installation (per 15m),Pest control,416.0
Extreme,Rishikesh,PCB Repair,Men/kids haircut,460.27
Extreme,Noida,3 Phase Changeover Switch Installation,Chimney Repair,92.77
Fine,Rishikesh,Double battery inverter installation,Plumber,313.04
Fine,Dehradun,Door bell installation,Washing Machine Repair,351.77
Extreme,Jaipur,Bulbs installation (upto 5 bulbs),Home painting,452.63
Extreme,Noida,Thermal Cut Off (TCO),Home painting,320.53
Fine,Jaipur,Lights Uninstallation (per 20 m),Washing Machine Repair,382.37
Fine,Rishikesh,Single pole MCB installation,Face care,466.14
Fine,Ahemdabad,Bulb,Chimney Repair,472.2
Fine,Jaipur,Bulb Holder Installation,Bathroom cleaning,388.14
Fine,Delhi,TV installation (up to 48 inches),Massage,145.75
Extreme,Noida,Wash Basin Leakage Repair,Microwave Repair,171.21
Extreme,Rishikesh,Double battery inverter installation,Shave/beard grooming,79.4
Extreme,Noida,Tubelight Installation/Repair,Home painting,411.81
Extreme,Haridwar,Triple Pole MCB Installation,Chimney Repair,448.91
Extreme,Noida,Switchboard installation,Carpenter,260.98
Fine,Delhi,Chandelier installation (more than 6 bulbs),Electrician,311.11
Fine,Delhi,Minor fittings installation,Bathroom cleaning,480.54
Fine,Noida,Bulb,Plumber,358.38
Fine,Delhi,Material Procurement Charges,Home painting,460.11
Extreme,Rishikesh,New wiring with casing (per 5m),Carpenter,489.7
Extreme,Haridwar,Ceiling fan regulator replacement,Home painting,483.91
Fine,Lucknow,TV uninstallation,Washing Machine Repair,94.87
Extreme,Noida,Lights Uninstallation (per 20 m),Men/kids haircut,90.99
Extreme,Dehradun,Ceiling fan regulator replacement,Face care,456.0
Extreme,Haridwar,Chandelier installation (upto 6 bulbs),Chimney Repair,255.12
Fine,Delhi,Bulb,Water Purifier Repair,358.54
Extreme,Haridwar,Single pole MCB installation,Pest control,372.85
Fine,Rishikesh,Wash Basin Leakage Repair,Plumber,328.4
Fine,Lucknow,Shower installation (wall mounted/ hand-held),Chimney Repair,393.83
Extreme,Noida,Wash Basin Leakage Repair,Chimney Repair,461.0
Extreme,Jaipur,Switchboard repair,Face care,466.01
Extreme,Dehradun,Stabilizer installation,Chimney Repair,390.02
Fine,Haridwar,Bulb Holder Installation,Massage,369.67
Fine,Lucknow,Decorative Lights Installation (per 15m),Washing Machine Repair,461.73
Extreme,Lucknow,Chandelier installation (more than 6 bulbs),Microwave Repair,404.64
Fine,Haridwar,Single pole MCB installation,Microwave Repair,398.46
Extreme,Noida,Mini home theater installation,Carpenter,166.45
Extreme,Haridwar,TV installation (up to 48 inches),Chimney Repair,460.63
Extreme,Lucknow,Fan uninstallation,Shave/beard grooming,64.87
Extreme,Noida,AC switchbox installation,Home painting,397.87
Fine,Noida,New wiring without casing (per 5m),Face care,472.12
Fine,Lucknow,Lantern Installation,Microwave Repair,226.1
Fine,Jaipur,Decorative Lights Installation (per 10m),Home painting,259.4
Fine,Jaipur,Shower installation (wall mounted/ hand-held),Men/kids haircut,460.19
Extreme,Jaipur,PCB Repair,Carpenter,241.79
Fine,Rishikesh,Tap installation,Washing Machine Repair,471.76
Extreme,Dehradun,Tap installation,Chimney Repair,299.07
Fine,Noida,Switch/socket replacement,Home painting,312.64
Extreme,Noida,Bulb holder installation,AC Repair Service,188.35
Fine,Noida,Triple Pole MCB Installation,Bathroom cleaning,285.63
Fine,Lucknow,Switch Membrane / Key Pad Repair,Carpenter,226.76
Fine,Dehradun,Stabilizer installation,Massage,475.08
Extreme,Dehradun,Chandelier installation (upto 6 bulbs),Carpenter,448.14
Fine,Ahemdabad,Ceiling fan regulator replacement,Plumber,455.34
Extreme,Noida,Switch/socket replacement,Shave/beard grooming,453.11
Fine,Delhi,Decorative Lights Uninstallation (per 5m),Face care,419.18
Fine,Lucknow,Cavity sensor,Full home cleaning,206.13
Extreme,Rishikesh,Door bell installation,Home painting,447.33
Extreme,Haridwar,Fan uninstallation,Chimney Repair,114.07
Fine,Rishikesh,Single pole MCB installation,Washing Machine Repair,181.78
Extreme,Ahemdabad,Decorative Lights Uninstallation (per 5m),Men/kids haircut,284.12
Fine,Noida,PCB Repair,Men/kids haircut,455.26
Extreme,Haridwar,Switchboard installation,Washing Machine Repair,382.08
Fine,Jaipur,Balcony drain blockage removal,Carpenter,474.04
Extreme,Lucknow,Hot & cold water mixer repair,Carpenter,465.83
Extreme,Haridwar,Single pole MCB installation,Carpenter,145.96
Extreme,Dehradun,Mini home theater installation,Men/kids haircut,91.6
Fine,Noida,3 Phase changeover switch installation,Face care,316.1
Extreme,Noida,Decorative Lights Installation (per 5m),Face care,367.38
Extreme,Rishikesh,Chandelier installation (more than 6 bulbs),Carpenter,298.67
Extreme,Lucknow,Fan replacement,Carpenter,170.85
Extreme,Haridwar,Chandelier installation (upto 6 bulbs),Carpenter,471.97
Extreme,Ahemdabad,TV installation (up to 48 inches),Hair colour,470.8
Fine,Ahemdabad,Fan replacement,Washing Machine Repair,241.17
Fine,Delhi,Tap installation,Chimney Repair,382.39
Fine,Jaipur,Tubelight Installation/Repair,Water Purifier Repair,204.2
Extreme,Noida,Switch Membrane / Key Pad Repair,Microwave Repair,462.34
Extreme,Lucknow,Fuse 5 / 15 Amp,Bathroom cleaning,435.59
Fine,Noida,Material Procurement Charges,Men/kids haircut,376.45
Fine,Jaipur,Lights Uninstallation (per 20 m),Full home cleaning,396.94
Fine,Delhi,Tubelight Installation/Repair,Face care,455.55
Extreme,Noida,Fan replacement,Men/kids haircut,417.47
Fine,Ahemdabad,Fan Coil Repair,Carpenter,467.61
Fine,Noida,Decorative Lights Installation (per 5m),Massage,376.62
Fine,Ahemdabad,Balcony drain blockage removal,Washing Machine Repair,265.91
Fine,Jaipur,Decorative ceiling fan installation,Carpenter,460.49
Fine,Noida,3 Phase Changeover Switch Installation,Carpenter,262.76
Fine,Delhi,Wash basin blockage removal,Men/kids haircut,480.11
Extreme,Dehradun,Chandelier installation (upto 6 bulbs),Carpenter,478.88
Fine,Jaipur,Decorative light & bed lamp installation,Full home cleaning,88.18
Fine,Lucknow,Door bell installation,Face care,300.56
Extreme,Haridwar,Ceiling Fan Installation,Hair colour,455.15
Fine,Jaipur,Material Procurement Charges,Men/kids haircut,306.01
Extreme,Rishikesh,Decorative Lights Uninstallation (per 5m),Pest control,274.36
Extreme,Jaipur,Chandelier installation (more than 6 bulbs),Plumber,445.91
Fine,Delhi,Decorative light & bed lamp installation,Bathroom cleaning,474.07
Fine,Delhi,Chandelier installation (more than 6 bulbs),Men/kids haircut,400.3
Extreme,Lucknow,New wiring with casing (per 5m),Shave/beard grooming,348.18
Fine,Lucknow,New internal wiring (per 5m),Full home cleaning,464.84
Extreme,Ahemdabad,Decorative Lights Installation (per 15m),Washing Machine Repair,459.72
Fine,Delhi,TV uninstallation,Full home cleaning,82.69
Extreme,Jaipur,Double battery inverter installation,Carpenter,192.21
Extreme,Delhi,TV uninstallation,Carpenter,156.61
Fine,Jaipur,Decorative Lights Uninstallation (per 5m),Refrigerator Repair,473.63
Fine,Noida,Decorative Lights Installation (per 5m),Men/kids haircut,362.77
